,median_mz(Da),IQR_mz(ppm),Q1_RT(s),median_RT(s),Q3_RT(s),N_samples,N_ms2-spectra,Q1_silhouette,median_silhouette,Q3_silhouette,Q1_intramodule_cosine,median_intramodule_cosine,Q3_intramodule_cosine,min_mz,max_mz,min_RT(s),max_RT(s),min_silhouette,max_silhouette,min_intramodule_cosine,max_intramodule_cosine,feat_id,11011,11012,11013,11111,11121,11131,11211,11212,11213,11221,11222,11223,11231,11232,11233,11311,11312,11313,12011,12012,12013,12111,12112,12113,12211,12212,12213,12221,12222,12223,12231,12232,12233,12311,12312,12313,13011,13012,13013,13111,13112,13113,13211,13212,13213,13221,13222,13223,13231,13232,13233,13311,13312,13313,21111_noSPE,21121_noSPE,21131_noSPE,21211_noSPE,21221_noSPE,21231_noSPE
3349,207.185424804688,0.2577679489438616,199.85993065929,200.24956419564,200.40569021799,3.0,3.0,0.9214144945144652,0.932260274887085,0.934280276298523,0.9085486531257628,0.9146087169647216,0.94714617729187,207.18536987304668,207.1854660034183,199.54822383021,200.53059103587,0.9149070262908936,0.9354922771453856,0.906528651714325,0.9579919576644896,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3348,207.158905865799,0.5841764441154165,179.16719820594,183.2825901756,184.8769130955,39.0,93.0,0.8317074179649353,0.8728289604187012,0.8914797306060791,0.7822801470756531,0.8810155391693115,0.9416728615760804,207.1587637330394,207.1590373759854,178.236615396516,192.707289291384,0.7657432079315185,0.900066077709198,0.6609882116317749,0.974654257297516,753.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3347,207.137893676758,0.4419893089748046,200.46642568209,200.61962916948,200.83472969628,3.0,3.0,0.9030747413635254,0.9032156467437744,0.9117910861968994,0.8943583369255066,0.9200847148895264,0.9205074906349182,207.13775634765608,207.1379211425782,200.343862892178,201.00681011772,0.902990198135376,0.9169363498687744,0.8857828974723816,0.9206483960151672,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3346,207.1014938354495,0.5894226532494209,167.535303379065,168.31857802964998,169.45501234626,32.0,36.0,0.9348484128713608,0.9446148574352264,0.9508167207241058,0.9373916387557985,0.9755914211273192,0.9886186122894288,207.1013908386228,207.10164642333973,166.88404562571,171.73838015889,0.9117178618907928,0.9527794420719148,0.8283005356788635,0.9930769205093384,751.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3343,207.065032958984,0.2619590726147615,154.21695032217,154.55367829896,154.67476120092,3.0,3.0,0.9239311063226564,0.924489782943596,0.9309271516812868,0.9326303601264954,0.945670485496521,0.9512711763381958,207.0650314527404,207.0651290893556,153.947567940738,154.77162752248802,0.9235959003500928,0.9347895729239014,0.9282836318016052,0.9531380534172058,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3345,207.06502336971948,0.5166474413379935,180.662157381525,180.82633771992,180.984863008035,4.0,4.0,0.6527840220275556,0.7690477513779562,0.7732262637068787,0.5672646164894104,0.7880017161369324,0.9897539019584656,207.06494827270504,207.0651383053024,180.47460030411295,181.158847964775,0.4482737202920351,0.7759831748037385,0.561549186706543,0.9909655451774596,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3344,207.065002441406,0.2947632640695811,191.70528867342,192.08865430452,192.43366673088,3.0,3.0,0.834417037394287,0.8770201357368949,0.8878593598052491,0.880103349685669,0.8977380990982056,0.9428665637969972,207.0649063110353,207.0650161743161,191.39859616854,192.709676671968,0.8088551783887223,0.8943628942462616,0.8742251396179199,0.957909345626831,749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3308,206.953070734578,0.5243487140081445,430.86860849952,465.6768629799,502.86764600373,48.0,1131.0,0.8907966911792755,0.9154787063598632,0.9300522208213806,0.8759437799453735,0.9188600182533264,0.9476519227027892,206.952941894531,206.9532028086055,403.27252259349,532.00303521252,0.8498947620391846,0.9373571872711182,0.8175318241119385,0.9659340381622314,713.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3307,206.953033447266,0.4894030632367643,57.68143274876999,94.32092907522,129.35445025062,46.0,1159.0,0.9182500243186952,0.9420261979103088,0.9480363428592682,0.8944861888885498,0.9472055435180664,0.9719956517219543,206.952880859375,206.953155517578,9.071102858520002,186.481091357238,0.8571982622146607,0.9521666049957276,0.8177857995033264,0.9843800067901612,712.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3306,206.885650634766,0.5162829015845969,22.110920811675,22.29710164164,22.47624542808,54.0,54.0,0.858324721455574,0.8965673446655273,0.9132454991340636,0.8537107706069946,0.9110540151596068,0.9524336457252502,206.88546218872085,206.8858139038083,21.324950874813,22.791935337528,0.8108849346637725,0.9256384491920472,0.7220667004585266,0.9769126772880554,711.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3305,206.069732666016,0.5594771948648806,221.59815528486,222.09965231514,222.507163311,24.0,25.0,0.6339950561523438,0.706328809261322,0.7416767477989197,0.5546107292175293,0.6760598421096802,0.8299666047096252,206.0696014404296,206.0698796348598,221.265140319828,224.123371435188,0.5969418287277222,0.7553259491920471,0.5016537308692932,0.8805829286575317,710.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3304,205.1095799370725,0.2325036660032083,128.51949318744,128.75454011058,128.96040793752002,8.0,8.0,0.9355188608169556,0.9440877735614776,0.9497270584106444,0.9290114641189576,0.9515950679779052,0.9660577774047852,205.1095211312754,205.1097025905285,128.149319792763,129.456184495446,0.9061988651752472,0.9523830890655518,0.8273564577102661,0.9941177368164062,709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3303,205.106791376211,0.8314738976441161,169.32598289346,171.49966302015002,176.32284852363,11.0,34.0,0.8119758516550064,0.8811780512332916,0.8840922266244888,0.7111372947692871,0.9351169466972352,0.9913827776908876,205.10659255981489,205.10696945190412,139.08388738727402,189.378896261229,0.6877364814281464,0.8946051478385926,0.4624476432800293,0.994819164276123,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3302,205.096960246296,0.6695813573130109,120.044558013435,126.27495923136,135.727063084605,15.0,36.0,0.7688354260149779,0.8519882497462148,0.8716966774230406,0.7614380717277527,0.8063774108886719,0.9547940492630004,205.096820137708,205.09710261550123,85.838341499355,160.37445076797,0.7360966330114946,0.8777204205420037,0.6565408110618591,0.9766188859939576,707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3301,205.096858493338,0.4718002885497725,107.65335729216,107.68252327536,108.26656415556,5.0,5.0,0.963936743953068,0.9764998339216496,0.9786991226415396,0.9461535811424256,0.9700008630752563,0.9981656074523926,205.0966793862672,205.096936822809,107.092442680368,108.662298561096,0.9518519186231016,0.9789804856649156,0.9445970058441162,0.9988682866096495,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300,205.090723332973,0.584085360049236,131.61767723658,132.29873325918,133.33534815408,35.0,41.0,0.9763978719711304,0.9820764660835266,0.9860204458236694,0.9692057371139526,0.9852810502052308,0.9916049242019652,205.090576686588,205.090866088867,131.16450622176,136.82700326538,0.9641192555427552,0.986420512199402,0.9509666562080384,0.9958113431930542,705.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3299,204.888732910156,0.521314771652238,394.80926611518,395.02969410516,395.18924119566,57.0,57.0,0.9659576416015624,0.977224349975586,0.9797792434692384,0.9582685232162476,0.9820988178253174,0.9951804280281068,204.88854675293,204.8888580322268,394.686520076772,395.541299558652,0.9521040797233582,0.9808364152908324,0.9345142841339112,0.9974466562271118,704.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3298,204.124237060547,0.3626050099874118,145.24643602467,145.43474700546,145.54573061562002,3.0,3.0,0.9956088662147522,0.9957048892974854,0.996139109134674,0.9950786232948304,0.9963812828063964,0.9966692924499512,204.1241450296295,204.1242782592773,145.09578724003802,145.634517503748,0.9955512523651124,0.9963996410369872,0.9946444034576416,0.9967653155326844,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3297,204.112981704029,0.2004689983798384,118.79369523621,119.0420613537,119.26654985046,3.0,3.0,0.6781708002090454,0.6921160221099854,0.7245974540710449,0.6317441463470459,0.7291883826255798,0.7710241079330444,204.1129722438032,204.1130458967882,118.595002342218,119.446140647868,0.6698036670684815,0.7440863132476807,0.5992627143859863,0.7849693894386292,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3296,204.101719725625,0.5230841789399259,171.07067116596,192.02583565806,215.468640173445,24.0,376.0,0.9282095581293106,0.9547940790653228,0.958916872739792,0.907240092754364,0.9689496755599976,0.99129980802536,204.10157290712277,204.101850277959,145.082365895295,242.161458874695,0.8565785884857178,0.9609129428863524,0.7848752737045288,0.9974279999732972,701.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3293,204.0864126816105,0.4967263714898065,97.84412350752,98.95077874758,100.49362143375,3.0,4.0,0.1956855666070565,0.2207037218503285,0.2608137534503019,0.2282216697931289,0.3679094910621643,0.543933093547821,204.08635533167163,204.08646991654348,97.023331213968,102.361263597966,0.1886693093052124,0.2949953881942088,0.11116573959589,0.6142219305038452,698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3295,204.086410522461,0.4282250236809095,71.12161805724,76.14779713248,81.53273012736,3.0,9.0,0.4920427244454443,0.5542314992950862,0.6156924735121088,0.5260493159294128,0.599071741104126,0.7158689498901367,204.0863372371226,204.0865117636384,67.05545752143601,92.38638222312,0.4400143192701244,0.6278376192489603,0.469967246055603,0.7724825739860535,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3294,204.086296539779,0.4893492859196779,105.031569148035,110.442566658,110.916518176545,3.0,4.0,0.4801383225090625,0.6222381989888546,0.6380861556503792,0.0858856737613678,0.5205446481704712,0.9771562814712524,204.08621902465805,204.08637327589875,92.917295599911,111.181881345261,0.238156730749898,0.6528142917366625,0.0610472559928894,0.9784311056137084,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3292,204.065414428711,0.4486440500553373,191.90901019668,199.1978791008,205.06268408394,13.0,37.0,0.9624251414510582,0.970628209013832,0.9758774830539438,0.9590527415275574,0.9798258543014526,0.9934638142585754,204.065307617188,204.065536499023,179.559601617804,214.47682631112,0.9220428095579648,0.978146781058926,0.9207220673561096,0.9981060028076172,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3291,204.065307617188,0.7727165317234638,137.56973489619,139.04170372581,142.49168827629,8.0,14.0,0.9468355983071142,0.9549941089155368,0.9588236888225492,0.9515985250473022,0.9823787808418274,0.991523265838623,204.06515549551625,204.0654235116579,135.642799867137,149.491400505078,0.9120857891716414,0.9619247075284096,0.7821858525276184,0.9946791529655457,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3289,203.127667470894,0.1067217837085637,187.34806301688,187.3806081066,188.35102012254,4.0,5.0,0.1467934706639345,0.1807100270706766,0.3799838824761304,0.4337101578712463,0.4456334710121155,0.5217139720916748,203.12764075601,203.1277032738226,186.814767004032,191.241164089212,-0.0985054978297371,0.3859983053241689,0.4077913165092468,0.5550429821014404,694.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3288,203.127639770508,0.1502384314481769,152.5520580063,153.38938119504,153.92868092154,4.0,5.0,0.8979928648171849,0.913792372370339,0.9426667272274364,0.9022670984268188,0.9211382269859314,0.9595434069633484,203.1276123046878,203.1277404785154,151.880946899436,156.57431538200402,0.8841608207820361,0.9457489036091185,0.8854408264160156,0.9653892517089844,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3290,203.127620864966,0.1796483417050232,187.69457724192,188.45302512741,189.151765311705,4.0,4.0,0.7788925659753986,0.8517459640964968,0.857549079675232,0.7199795246124268,0.8623852729797363,0.9850274920463562,203.12757034301805,203.1276386764821,187.471888376256,189.231155694501,0.6579892044214406,0.8577619326529361,0.7134449481964111,0.9878806471824646,695.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3286,203.121185302734,0.2817060104868891,146.809002424245,147.31680109596,147.77396144961,6.0,6.0,0.995803059553784,0.9966186440733208,0.9970047848962308,0.9953839778900146,0.9978396892547609,0.9984002113342284,203.12111282348627,203.12121200561552,146.34011116122,148.46835448836,0.9940999897200556,0.9971289662564732,0.9933971166610718,0.9988404512405396,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3287,203.1211419377535,0.2393988067218394,144.88658108804998,146.09439911937,147.063756371505,7.0,8.0,0.8144975386151657,0.8356664184358885,0.8463651148039589,0.9165070056915284,0.961104929447174,0.973330020904541,203.12103525340524,203.1211800425592,144.686302138347,149.369193161511,0.7412908781107359,0.8550292302469722,0.865702211856842,0.9822134971618652,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3284,203.10412624209152,0.589785964557362,179.649237717165,182.25845768547,183.725954140185,7.0,10.0,0.6542007917919863,0.761753606597992,0.8203056248663771,0.7697271704673767,0.817425549030304,0.8944533467292786,203.104034423828,203.10421091278616,178.408032775875,184.39248319959896,0.563375196117405,0.843722116008698,0.651706874370575,0.9665361046791076,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3285,203.104049682617,0.2817297776505075,182.76937791204,182.97323420145,183.11414584018505,6.0,6.0,0.9620963255517287,0.9712099348051566,0.9733279046714344,0.967316746711731,0.9806448817253112,0.9932669401168824,203.103942871094,203.104064941406,181.347106481535,183.51294615366,0.9521826647115056,0.9750084754227673,0.959717869758606,0.9968112111091614,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3282,203.091200584494,0.4283612373751327,102.07578268146,102.35640218352,103.60800161457,3.0,3.0,0.734567790398427,0.7830192127571709,0.7844161324620607,0.6822698712348938,0.7034238576889038,0.8978379368782043,203.0911536160473,203.0913102095637,101.851287079812,104.60928115941,0.7054969369831807,0.7852542842849946,0.6752185225486755,0.9626426100730896,687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
